,gf_PadleriG01,P. berghei,P. billcollinsi,P. blacklocki,P. chabaudi,P. coatneyi,P. cynomolgi B,P. cynomolgi M,P. falciparum 3D7,P. falciparum Dd2,P. fragile,P. gaboni G01,P. gaboni SY75,P. vivax Sal1
3OAR120,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PSSA160,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
pe_prod21,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PE140abcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PLDAGAT_EPA_EPA_DHA_PE_15_c,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PCW3DS_EPA_EPA_sn2_c,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
O2t,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
PG18111Z160t,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
SK_trnathr_c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PSD140,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
DM_cys__L_c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
MSULR,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
LPLPS1AGPE1829Z12Z,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
LEUTRS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FACOAE100,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,not in model,nonlethal,not in model,not in model,not in model
C160SN,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
GLYOX_1,not in model,nonlethal,not in model,not in model,not in model,nonlethal,nonlethal,nonlethal,not in model,not in model,nonlethal,not in model,not in model,nonlethal
G3PAT160_ap,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
SHCHCS3,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal
OIVD3,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PMEACPE,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model
CACOAL,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
3HAD181_ap,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PS161abcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EX_pa180_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
CERS326,not in model,nonlethal,nonlethal,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PHEMEtm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
ISETACabcppc,not in model,nonlethal,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ARABDI,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EX_cdpdhdecg_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PGSA141,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z1c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EX_pail1819Z160_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
ADMDC,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
TYRt2r,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FAO161p_oddc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model
LYSt2r,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
LPLIPAL2A120,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FASC120ACP,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model
OCTDPS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FASC141ACP,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model
CHRPL,not in model,nonlethal,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal
CITACt,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
UDCPDPS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FACOAL100t2ppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
RBPC,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
FAS200,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT18111Z18111Z1835Z9Z12Z,not in model,nonlethal,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
BDMT,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
FACOAL181_1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
STRDNCCPT1,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PGIA,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PSUDS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
THRt2r,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PI345P3P_cho,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ARBabc,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PLDAGAT_MYRS_EPA_DHA_PC_2_c,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GLU5K,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
G3PD7,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EX_pe181_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FPGS8m,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACTD2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
DOLPMT4,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FPGS9,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_trpiletrp_e,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
EX_ni2_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
acoa_prod3,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
ATPH1,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model
ACP1619ZD9DSc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FAS120_ap,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FADRx2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
DMQMT,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model
HMR_0180,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
BCAROKTc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal
ATPS10_3,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EAR180x,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
AGPAT181,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
TRIGS_SC,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model
PE1801829Z12Zt,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
ACN_b_m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EX_glyc3p_e,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
AKO,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model
PLDAGAT_OLE_EPA_DHA_PE_10_c,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
OCT,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
HMR_0876nhs,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
CHOPT_OLE_EPA_c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
ILEtec,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
CRVS23M24hc,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PSSA141,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
MN6PP,not in model,nonlethal,not in model,not in model,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,nonlethal,not in model,not in model,nonlethal
FACOAL140,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PKETF,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model
SPRMS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
CFAS160E,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EAR80x,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
SMS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EAR40_m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PUNP_pf,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EX_cdpdtdecg_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
HMR_0852nhs,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
ERGSTESTH_SC,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model
YUMPS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FACOAE141,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
LPLIPAL1A181,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PYDXO_1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
ILEabc,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
TCHOLAt3,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FACOAL1831,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
AGPAT190,not in model,nonlethal,not in model,not in model,nonlethal,not in model,not in model,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model
MGDGD7DS1829Z12Z1617Zc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
AFAT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
ALDD16,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_2agpe140_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
2AGPGAT120,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EX_hdcea_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
ETHAPT1819Z1819Z,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PHACOAOR,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal
